Indid	Sex	Ybirth	Fatid	Motid
36751	m	1981	4652	4653
36752	f	1984	4652	4653
36753	m	1987	4652	4653
36754	f	1975	4656	4657
36755	m	1978	4656	4657
36756	f	1979	4656	4657
36757	f	1980	4656	4657
36758	f	1982	4656	4657
36759	f	1979	4658	4659
36760	f	1980	4658	4659
36761	f	1982	4658	4659
36762	m	1987	4658	4659
36763	f	1989	4658	4659
36764	m	1981	4660	4661
36765	m	1953	4662	4663
36766	f	1955	4662	4663
36767	m	1956	4662	4663
36768	m	1980	4664	4665
36769	f	1982	4664	4665
36770	f	1983	4664	4665
36771	m	1986	4664	4665
36772	f	1974	4666	4667
36773	m	1976	4666	4667
36774	m	1978	4668	4669
36775	m	1981	4668	4669
36776	f	1930	4670	4671
36777	m	1932	4670	4671
36778	m	1934	4670	4671
36779	f	1951	4672	4673
36780	f	1956	4672	4673
36781	f	1962	4672	4673
36782	m	1976	4674	4675
36783	f	1981	4674	4675
36784	f	1949	4676	4677
36785	f	1950	4676	4677
36786	f	1952	4676	4677
36787	f	1958	4676	4677
36788	m	1962	4676	4677
36789	f	1952	4680	4681
36790	f	1956	4680	4681
36791	f	1959	4680	4681
36792	m	1961	4680	4681
36793	f	1981	4682	4683
36794	m	1983	4682	4683
36796	f	1961	4686	4687
36797	m	1984	4688	4689
36798	m	1991	4688	4689
36799	m	1980	4690	4691
36800	m	1982	4690	4691
36801	m	1981	4693	4694
36802	m	1982	4693	4694
36803	f	1986	4693	4694
36804	f	1989	4693	4694
36805	m	1983	4697	4698
36806	f	1987	4697	4698
36807	m	1989	4697	4698
36808	m	1985	4699	4700
36809	m	1987	4699	4700
36810	f	1981	4703	4704
36811	m	1983	4703	4704
36812	m	1976	4705	4706
36813	f	1979	4705	4706
36814	f	1983	4705	4706
36815	f	1985	4705	4706
36816	f	1988	4705	4706
36817	m	1990	4705	4706
36818	f	1993	4705	4706
36819	m	1979	4707	4708
36820	m	1983	4707	4708
36821	m	1984	4707	4708
36822	m	1986	4707	4708
36823	m	1976	4709	4710
36824	f	1979	4709	4710
36825	m	1982	4709	4710
36826	f	1989	4709	4710
36827	m	1982	4715	4716
36828	m	1984	4715	4716
36829	f	1986	4715	4716
36830	f	1988	4715	4716
36831	f	1954	4717	4718
36832	f	1955	4717	4718
36833	f	1959	4717	4718
36834	m	1957	4719	4720
36835	f	1964	4719	4720
36836	m	1954	4721	4722
36837	f	1961	4721	4722
36838	m	1963	4721	4722
36839	f	1982	4723	4724
36840	m	1985	4723	4724
36841	f	1988	4723	4724
36842	f	1930	4725	4726
36843	f	1956	4727	4728
36844	f	1959	4727	4728
36845	f	1960	4727	4728
36846	m	1910	9752	9753
36847	f	1914	9752	9753
36848	f	1916	9752	9753
36849	m	1965	4731	4732
36850	f	1959	4735	4736
36851	f	1960	4735	4736
36852	m	1964	4735	4736
36853	f	1965	4735	4736
36854	f	1967	4735	4736
36856	f	1960	4739	4740
36857	m	1969	4739	4740
36858	m	1973	4739	4740
36859	f	1975	4743	4744
36860	f	1977	4743	4744
36861	m	1982	4745	4746
36862	f	1983	4745	4746
36863	m	1985	4745	4746
36864	f	1964	4747	4748
36865	m	1972	4747	4748
36866	m	1986	4749	4750
36867	f	1988	4749	4750
36868	m	1992	4749	4750
36869	m	1984	4751	4752
36870	m	1936	4753	4754
36871	f	1943	4753	4754
36872	f	1952	4753	4754
36873	m	1975	4755	4756
36874	f	1977	4755	4756
36875	f	1946	4757	4758
36876	m	1949	4757	4758
36877	f	1954	4757	4758
36878	m	1981	4759	4760
36879	f	1983	4759	4760
36880	f	1981	4761	4762
36881	m	1983	4761	4762
36882	m	1956	4763	4764
36883	m	1957	4763	4764
36884	m	1959	4763	4764
36885	f	1960	4763	4764
36886	m	1962	4763	4764
36887	m	1965	4763	4764
36888	m	1966	4763	4764
36889	m	1978	4765	4766
36890	m	1984	4765	4766
36891	f	1982	4767	4768
36892	m	1964	4769	4770
36893	m	1957	4771	4772
36894	f	1958	4771	4772
36895	m	1959	4771	4772
36896	m	1960	4771	4772
36897	m	1960	4771	4772
36898	f	1962	4771	4772
36899	f	1964	4771	4772
36900	f	1964	4771	4772
36901	f	1967	4771	4772
36902	f	1918	4773	4774
36903	m	1924	4773	4774
36904	f	1926	4773	4774
36905	m	1957	4775	4776
36906	f	1958	4775	4776
36907	f	1960	4775	4776
36908	m	1961	4775	4776
36909	f	1966	4779	4780
36910	f	1969	4779	4780
36911	m	1973	4779	4780
36912	f	1976	4779	4780
36913	f	1980	4779	4780
36914	m	1965	4781	4782
36915	m	1917	4785	4786
36916	f	1924	4785	4786
36917	f	1936	4785	4786
36918	f	1948	4791	4792
36919	m	1951	4791	4792
36920	m	1971	4793	4794
36922	f	1976	4793	4794
36923	m	1972	4795	4796
36924	f	1974	4795	4796
36925	m	1980	4795	4796
36926	f	1973	4797	4798
36928	f	1978	4797	4798
36929	m	1977	4799	4800
36930	f	1980	4799	4800
36934	m	1971	4801	4802
36935	f	1972	4801	4802
36937	f	1963	4803	4804
36939	f	1966	4803	4804
36940	m	1967	4803	4804
36941	m	1972	4803	4804
36942	m	1967	4805	4806
36943	m	1968	4805	4806
36945	m	1937	4807	4808
36946	f	1939	4807	4808
36947	m	1940	4807	4808
36948	m	1943	4807	4808
36949	m	1945	4807	4808
36950	m	1946	4807	4808
36951	f	1947	4807	4808
36952	f	1948	4807	4808
36953	f	1949	4807	4808
36954	m	1951	4807	4808
36955	m	1956	4807	4808
36956	f	1959	4807	4808
36957	f	1976	4809	4810
36958	f	1979	4809	4810
36959	m	1982	4809	4810
36960	m	1979	4815	4816
36961	m	1946	4817	4818
36962	f	1962	4817	4818
36963	m	1963	4819	4820
36964	m	1964	4819	4820
36965	m	1967	4819	4820
36966	m	1971	4819	4820
36967	m	1968	4823	4824
36968	f	1944	4825	4826
36969	f	1955	4825	4826
36970	f	1970	4827	4828
36971	f	1973	4827	4828
36972	f	1975	4827	4828
36973	f	1980	4827	4828
36974	f	1982	4827	4828
36975	f	1925	4829	4830
36976	f	1929	4829	4830
36977	m	1961	4831	4832
36978	f	1984	4833	4834
36979	m	1989	4833	4834
36980	f	1946	4835	4836
36981	f	1953	4835	4836
36982	m	1956	4835	4836
36983	f	1971	4837	4838
36984	m	1972	4837	4838
36985	f	1975	4837	4838
36986	f	1977	4837	4838
36987	m	1952	4839	4840
36988	m	1961	4839	4840
36989	m	1974	4841	4842
36990	f	1978	4841	4842
36991	m	1980	4841	4842
36992	m	1982	4841	4842
36993	m	1949	4845	4846
36994	m	1958	4845	4846
36995	m	1960	4845	4846
36996	f	1962	4845	4846
36997	f	1970	4847	4848
36998	m	1971	4847	4848
36999	m	1979	4849	4850
37000	f	1981	4849	4850
37001	m	1984	4849	4850
37002	f	1929	4851	4852
37003	m	1948	4853	4854
37004	m	1950	4853	4854
37005	m	1978	4855	4856
37006	m	1984	4855	4856
37007	f	1980	4859	4860
37008	m	1984	4859	4860
37009	m	1955	4861	4862
37010	f	1957	4861	4862
37011	f	1962	4861	4862
37012	f	1964	4861	4862
37013	f	1967	4861	4862
37014	f	1974	4863	4864
37015	m	1980	4863	4864
37016	m	1981	4863	4864
37017	f	1971	4865	4866
37018	m	1974	4865	4866
37019	f	1978	4865	4866
37020	f	1981	4865	4866
37021	m	1957	4867	4868
37022	f	1960	4867	4868
37023	m	1960	4867	4868
37024	f	1961	4867	4868
37025	f	1967	4869	4870
37026	f	1968	4869	4870
37027	m	1976	4869	4870
37028	f	1960	4871	4872
37029	f	1962	4871	4872
37030	f	1964	4871	4872
37031	f	1969	4871	4872
37032	m	1949	4873	4874
37033	m	1977	4875	4876
37034	f	1979	4875	4876
37035	f	1980	4875	4876
37036	f	1985	4877	4878
37037	f	1980	4883	4884
37038	m	1984	4883	4884
37039	f	1984	4885	4886
37041	m	1970	4891	4892
37042	f	1971	4891	4892
37044	f	1982	4891	4892
37045	m	1980	4893	4894
37046	f	1982	4893	4894
37047	m	1963	4895	4896
37048	m	1964	4895	4896
37049	f	1966	4895	4896
37050	f	1976	4895	4896
37051	f	1979	4895	4896
37052	m	1981	4895	4896
37053	f	1924	4897	4898
37054	m	1951	4899	4900
37055	f	1955	4899	4900
37056	m	1957	4899	4900
37057	f	1979	4901	4902
37058	f	1982	4901	4902
37059	f	1982	4901	4902
37060	f	1952	4905	4906
37062	m	1957	4905	4906
37063	m	1962	4905	4906
37064	f	1964	4905	4906
37065	f	1985	4907	4908
37066	m	1950	4909	4910
37067	f	1951	4909	4910
37068	f	1952	4909	4910
37069	m	1954	4909	4910
37070	m	1960	4909	4910
37071	m	1968	4909	4910
37072	m	1975	4913	4914
37073	f	1978	4913	4914
37074	f	1981	4913	4914
37075	f	1983	4919	4920
37077	m	1976	4921	4922
37078	m	1983	4921	4922
37079	m	1976	4923	4924
37080	m	1979	4923	4924
37081	f	1982	4923	4924
37082	m	1971	4925	4926
37083	m	1977	4925	4926
37084	m	1981	4925	4926
37085	m	1950	4927	4928
37086	m	1951	4927	4928
37087	f	1965	4929	4930
37089	m	1971	4929	4930
37090	f	1974	4929	4930
37091	f	1978	4929	4930
37092	m	1966	4931	4932
37093	m	1967	4931	4932
37094	f	1968	4933	4934
37095	m	1969	4933	4934
37096	m	1972	4933	4934
37097	f	1977	4933	4934
37098	f	1974	4935	4936
37099	m	1975	4935	4936
37100	f	1980	4935	4936
37101	f	1975	4939	4940
37102	f	1978	4939	4940
37103	m	1979	4939	4940
37104	f	1974	4943	4944
37105	m	1978	4943	4944
37106	m	1983	4945	4946
37107	f	1980	4947	4948
37108	m	1983	4947	4948
37109	m	1942	4953	4954
37110	f	1949	4953	4954
37111	m	1951	4953	4954
37113	f	1963	4955	4956
37114	m	1964	4955	4956
37115	f	1965	4955	4956
37116	m	1969	4955	4956
37117	f	1974	4955	4956
37118	m	1969	4957	4958
37119	m	1972	4957	4958
37120	m	1975	4957	4958
37121	f	1978	4957	4958
37122	m	1970	4959	4960
37123	f	1972	4959	4960
37124	m	1976	4959	4960
37125	m	1968	4961	4962
37126	f	1969	4961	4962
37127	f	1972	4961	4962
37128	f	1976	4961	4962
37129	m	1981	4961	4962
37130	f	1937	4963	4964
37131	m	1946	4963	4964
37132	m	1953	4963	4964
37133	f	1972	4965	4966
37134	m	1974	4965	4966
37135	f	1977	4965	4966
37136	f	1972	4967	4968
37137	f	1974	4967	4968
37138	m	1975	4967	4968
37139	m	1978	4967	4968
37140	f	1963	4969	4970
37141	m	1974	4971	4972
37142	f	1976	4971	4972
37143	m	1979	4973	4974
37144	m	1980	4973	4974
37145	f	1982	4973	4974
37146	m	1983	4975	4976
37147	m	1975	4977	4978
37148	m	1978	4977	4978
37149	m	1980	4977	4978
37150	m	1982	4977	4978
37151	m	1926	4979	4980
37152	m	1948	4983	4984
37153	m	1950	4983	4984
37154	f	1952	4983	4984
37155	f	1955	4983	4984
37156	f	1981	4985	4986
37157	f	1981	4989	4990
37158	m	1980	4991	4992
37159	m	1982	4991	4992
37160	f	1959	4997	4998
37161	m	1960	4997	4998
37162	m	1961	4997	4998
37163	m	1965	4997	4998
37164	m	1966	4997	4998
37165	f	1977	4999	5000
37166	f	1979	4999	5000
37167	m	1982	4999	5000
37168	m	1977	5001	5002
37169	f	1979	5001	5002
37170	m	1981	5001	5002
37171	m	1977	5011	5012
37172	m	1979	5011	5012
37173	f	1959	5013	5014
37174	f	1968	5015	5016
37175	f	1966	5017	5018
37176	m	1969	5017	5018
37177	m	1941	5019	5020
37178	m	1943	5019	5020
37179	m	1950	5019	5020
37180	f	1968	5021	5022
37181	m	1971	5021	5022
37182	f	1973	5021	5022
37183	f	1977	5021	5022
37184	f	1981	5023	5024
37185	f	1983	5023	5024
37187	f	1964	5029	5030
37188	m	1965	5029	5030
37189	m	1984	5031	5032
37190	m	1980	5035	5036
37191	f	1982	5035	5036
37192	f	1963	5037	5038
37193	m	1966	5037	5038
37194	m	1955	5039	5040
37195	m	1956	5039	5040
37196	f	1957	5039	5040
37197	f	1962	5039	5040
37198	m	1969	5039	5040
37199	f	1929	5041	5042
37200	m	1933	5041	5042
37201	f	1940	5041	5042
37202	m	1946	5041	5042
37203	f	1965	5043	5044
37204	m	1970	5043	5044
37205	m	1974	4045	5046
37206	m	1977	4045	5046
37207	m	1984	4045	5046
37208	m	1981	5047	5048
37209	f	1982	5047	5048
37211	f	1961	5049	5050
37212	m	1967	5049	5050
37214	f	1984	5051	5052
37215	f	1964	5053	5054
37216	f	1966	5053	5054
37217	f	1967	5053	5054
37218	f	1970	5053	5054
37219	m	1974	5053	5054
37220	m	1932	5055	5056
37221	f	1962	5057	5058
37222	f	1963	5057	5058
37223	f	1966	5057	5058
37224	m	1968	5057	5058
37225	f	1911	5059	5060
37226	m	1917	5059	5060
37227	m	1947	5061	5062
37228	m	1961	5063	5064
37229	f	1964	5063	5064
37230	m	1966	5063	5064
37231	f	1971	5063	5064
37232	f	1965	5065	5066
37233	m	1968	5065	5066
37234	m	1972	5065	5066
37235	m	1972	5067	5068
37236	m	1976	5067	5068
37237	f	1978	5067	5068
37238	f	1962	5069	5070
37239	m	1976	5071	5072
37240	f	1978	5071	5072
37241	f	1963	5073	5074
37242	m	1964	5073	5074
37243	m	1967	5073	5074
37244	m	1964	5077	5078
37245	m	1966	5077	5078
37246	f	1966	5079	5080
37247	m	1968	5079	5080
37248	f	1972	5079	5080
37249	m	1964	5083	5084
37250	m	1965	5083	5084
37251	f	1966	5083	5084
37252	m	1968	5083	5084
37253	m	1967	5085	5086
37254	m	1968	5085	5086
37255	m	1966	5087	5088
37256	m	1967	5087	5088
37257	m	1971	5087	5088
37258	f	1934	5089	5090
37259	f	1957	5091	5092
37260	f	1967	5095	5096
37261	m	1968	5095	5096
37262	m	1969	5095	5096
37263	m	1972	5095	5096
37264	m	1977	5097	5098
37265	m	1964	5099	5100
37266	m	1951	5101	5102
37267	f	1952	5101	5102
37268	m	1958	5101	5102
37269	m	1959	5101	5102
37270	m	1961	5101	5102
37271	m	1964	5101	5102
37272	m	1965	5101	5102
37273	m	1968	5103	5104
37274	f	1970	5103	5104
37275	f	1973	5103	5104
37276	f	1972	5105	5106
37277	m	1976	5105	5106
37278	f	1961	5107	5108
37279	f	1975	5109	5110
37280	f	1980	5109	5110
37281	m	1982	5109	5110
37282	m	1978	5113	5114
37283	m	1980	5113	5114
37284	f	1984	5113	5114
37285	f	1920	5115	5116
37286	f	1921	5115	5116
37287	f	1926	5115	5116
37288	m	1942	5115	5116
37289	f	1953	5117	5118
37290	f	1968	5119	5120
37292	m	1976	5119	5120
37293	m	1979	5119	5120
37294	f	1968	5121	5122
37295	m	1949	5125	5126
37296	m	1958	5125	5126
37297	f	1959	5125	5126
37298	m	1960	5125	5126
37299	m	1962	5125	5126
37300	m	1966	5125	5126
37301	f	1974	5127	5128
37302	m	1984	5129	5130
37303	m	1985	5129	5130
37304	f	1987	5129	5130
37305	m	1990	5129	5130
37306	f	1962	5133	5134
37307	m	1984	5137	5138
37309	m	1980	5143	5144
37310	m	1983	5143	5144
37311	f	1989	5143	5144
37312	m	1967	5145	5146
37313	f	1968	5145	5146
37314	f	1970	5145	5146
37315	m	1975	5145	5146
37316	m	1966	5147	5148
37317	m	1967	5147	5148
37318	m	1969	5147	5148
37319	f	1977	5147	5148
37320	m	1969	5149	5150
37321	m	1972	5149	5150
37322	m	1974	5149	5150
37323	m	1931	5151	5152
37324	m	1960	5153	5154
37325	m	1961	5153	5154
37326	m	1963	5153	5154
37328	m	1972	5153	5154
37329	m	1974	5155	5156
37330	m	1976	5155	5156
37331	m	1979	5155	5156
37332	f	1980	5155	5156
37333	f	1979	5157	5158
37334	m	1982	5157	5158
37335	m	1983	5157	5158
37336	f	1944	5159	5160
37337	m	1948	5159	5160
37339	f	1955	5159	5160
37340	m	1956	5159	5160
37341	m	1958	5159	5160
37342	f	1963	5159	5160
37343	m	1975	5161	5162
37344	f	1977	5161	5162
37345	f	1978	5161	5162
37346	f	1980	5161	5162
37347	f	1960	5163	5164
37348	f	1962	5163	5164
37349	f	1964	5163	5164
37350	m	1966	5163	5164
37351	f	1968	5163	5164
37352	m	1957	5165	5166
37353	f	1959	5165	5166
37354	f	1961	5165	5166
37355	f	1963	5165	5166
37357	m	1967	5165	5166
37358	f	1972	5167	5168
37361	f	1979	5169	5170
37362	m	1982	5169	5170
37363	f	1985	5169	5917
37364	f	1987	5169	5917
37365	f	1988	5169	5917
37366	f	1977	5171	5172
37367	f	1979	5171	5172
37368	m	1979	5173	5174
37369	m	1982	5173	5174
37370	m	1982	5175	5176
37371	f	1984	5175	5176
37372	f	1984	5179	5180
37373	m	1979	5183	5184
37374	f	1980	5183	5184
37375	f	1983	5183	5184
37376	m	1980	5185	5186
37377	m	1982	5185	5186
37378	m	1984	5185	5186
37379	m	1986	5185	5186
37380	f	1977	5187	5188
37381	m	1979	5187	5188
37382	f	1961	5189	5190
37383	m	1962	5189	5190
37384	f	1965	5189	5190
37385	m	1959	5191	5192
37386	m	1961	5191	5192
37387	f	1965	5191	5192
37388	f	1968	5191	5192
37389	f	1973	5193	5194
37390	m	1977	5193	5194
37391	f	1980	5193	5194
37392	m	1981	5195	5196
37393	f	1982	5195	5196
37394	m	1957	5197	5198
37395	m	1960	5197	5198
37396	f	1985	5199	5200
37397	f	1986	5199	5200
37398	f	1988	5199	5200
37399	f	1990	5199	5200
37400	f	1993	5199	5200
37402	f	1953	5203	5204
37403	m	1954	5203	5204
37404	f	1957	5203	5204
37405	f	1964	5203	5204
37406	f	1967	5205	5206
37407	m	1968	5205	5206
37408	m	1971	5205	5206
37409	m	1973	5205	5206
37410	m	1975	5205	5206
37411	m	1980	5207	5208
37412	f	1982	5207	5208
37413	m	1985	5207	5208
37415	m	1964	5209	5210
37416	m	1965	5209	5210
37417	m	1967	5209	5210
37418	m	1969	5209	5210
37419	m	1973	5209	5210
37420	m	1974	5209	5210
37421	f	1984	5211	5212
37422	m	1988	5211	5212
37423	m	1992	5211	5212
37424	f	1954	5213	5214
37425	m	1955	5213	5214
37426	m	1957	5213	5214
37427	m	1958	5213	5214
37428	f	1959	5213	5214
37429	f	1960	5213	5214
37430	f	1961	5213	5214
37431	f	1963	5213	5214
37432	m	1964	5213	5214
37433	m	1964	5213	5214
37434	f	1966	5213	5214
37435	f	1951	5215	5216
37436	f	1953	5215	5216
37437	f	1958	5215	5216
37438	f	1958	5215	5216
37439	f	1962	5215	5216
37441	m	1930	5219	5220
37442	f	1953	5221	5222
37443	m	1960	5221	5222
37445	m	1964	5221	5222
37446	f	1965	5221	5222
37447	f	1967	5221	5222
37448	f	1970	5221	5222
37450	m	1973	5221	5222
37452	m	1956	5225	5226
37453	m	1957	5225	5226
37454	m	1959	5225	5226
37455	m	1961	5225	5226
37456	f	1966	5225	5226
37457	f	1981	5229	5230
37458	m	1983	5229	5230
37459	m	1966	5235	5236
37460	f	1975	5237	5238
37461	m	1977	5237	5238
37462	f	1979	5237	5238
37463	m	1963	5239	5240
37464	m	1966	5239	5240
37465	f	1983	5241	5242
37466	m	1984	5241	5242
37467	m	1987	5241	5242
37468	m	1987	5241	5242
37469	f	1952	5243	5244
37471	m	1964	5243	5244
37472	m	1978	5245	5246
37473	m	1981	5245	5246
37474	f	1976	5247	5248
37475	f	1980	5247	5248
37476	m	1982	5247	5248
37477	f	1956	5249	5250
37478	f	1960	5249	5250
37479	f	1962	5249	5250
37480	m	1965	5249	5250
37481	f	1967	5249	5250
37482	f	1974	5249	5250
37483	m	1979	5251	5252
37484	m	1982	5251	5252
37485	m	1919	5253	5254
37486	f	1958	5255	5256
37487	m	1961	5255	5256
37488	m	1967	5255	5256
37489	m	1969	5255	5256
37490	m	1973	5255	5256
37491	f	1958	5257	5258
37492	f	1963	5257	5258
37493	m	1979	5259	5260
37494	f	1981	5259	5260
37495	m	1989	5259	5260
37496	f	1959	5261	5262
37497	f	1969	5261	5262
37498	m	1982	5263	5264
37499	m	1966	5265	5266
37500	f	1967	5265	5266
37501	f	1969	5265	5266
37502	f	1972	5265	5266
37503	f	1968	5267	5268
37504	m	1975	5267	5268
37505	f	1933	5269	5270
37506	m	1934	5269	5270
37507	f	1939	5269	5270
37508	f	1951	5271	5272
37509	f	1952	5271	5272
37510	f	1953	5271	5272
37511	f	1954	5271	5272
37512	f	1956	5271	5272
37513	f	1958	5271	5272
37514	m	1960	5271	5272
37515	f	1961	5271	5272
37516	f	1963	5271	5272
37517	m	1964	5271	5272
37518	m	1872	512	515
37519	m	1879	512	515
37520	f	1884	512	515
37521	f	1886	512	515
37522	f	1888	512	515
37523	f	1899	11243	11244
37524	f	1896	11243	11244
37525	m	1898	11243	11244
37526	m	1901	11243	11244
37527	m	1904	11243	11244
37528	m	1906	11243	11244
37529	m	1908	11243	11244
37530	f	1916	11243	11244
37531	m	1912	11243	11244
37532	m	1862	11241	11242
37533	m	1909	1220	1219
37534	f	1959	9785	9786
37535	m	1947	9785	9786
37536	f	1947	9785	9786
37537	f	1952	9785	9786
37538	f	1963	9785	9786
37539	f	1962	9785	9786
37540	m	1964	9785	9786
37541	m	1958	5275	5276
37542	m	1959	5275	5276
37544	m	1962	5275	5276
37545	m	1964	5275	5276
37546	f	1968	5275	5276
37547	m	1969	5275	5276
37548	m	1981	5279	5280
37549	f	1983	5279	5280
37550	f	1986	5279	5280
37551	f	1979	5281	5282
37552	m	1983	5281	5282
37553	m	1977	5283	5284
37554	m	1980	5283	5284
37555	f	1983	5283	5284
37556	.	1986	11235	5284
37557	.	1988	11235	5284
37558	f	1981	5289	5290
37559	m	1920	5291	5292
37560	m	1925	5291	5292
37561	m	1927	5291	5292
37562	f	1952	5293	5294
37563	f	1953	5293	5294
37564	m	1955	5293	5294
37565	m	1959	5293	5294
37566	m	1961	5293	5294
37567	f	1965	5293	5294
37568	f	1920	5295	5296
37569	m	1924	5295	5296
37570	f	1929	5295	5296
37571	f	1918	5295	5296
37572	m	1956	5297	5298
37573	f	1957	5297	5298
37574	m	1960	5297	5298
37575	f	1965	5297	5298
37576	m	1967	5297	5298
37577	m	1969	5297	5298
37578	f	1971	5297	5298
37579	m	1960	5299	5300
37580	f	1961	5299	5300
37581	m	1963	5299	5300
37582	f	1966	5299	5300
37583	m	1970	5299	5300
37584	m	1972	5299	5300
37586	m	1963	5303	5304
37587	f	1968	5303	5304
37588	f	1968	5307	5308
37589	m	1970	5307	5308
37590	m	1972	5307	5308
37591	m	1957	5311	5312
37592	f	1965	5311	5312
37593	f	1960	5313	5314
37594	m	1961	5313	5314
37595	f	1962	5313	5314
37596	m	1963	5313	5314
37597	m	1964	5313	5314
37598	f	1964	5313	5314
37599	m	1968	5313	5314
37600	m	1970	5315	5316
37601	m	1971	5315	5316
37602	m	1964	5317	5318
37603	m	1965	5317	5318
37604	m	1967	5317	5318
37605	m	1971	5317	5318
37606	f	1968	5319	5320
37607	f	1970	5319	5320
37608	m	1983	5321	5320
37609	f	1934	5324	5325
37610	m	1951	5326	5327
37611	f	1954	5326	5327
37612	m	1958	5326	5327
37613	f	1967	5326	5327
37614	f	1950	5328	5329
37615	f	1957	5328	5329
37616	m	1958	5328	5329
37617	f	1955	5330	5331
37618	m	1961	5330	5331
37619	m	1965	5330	5331
37620	f	1955	5334	5335
37621	m	1963	5334	5335
37622	f	1937	5338	5339
37623	f	1966	5340	5341
37624	f	1968	5340	5341
37625	m	1971	5342	5343
37626	m	1966	5346	5347
37627	m	1969	5346	5347
37628	m	1982	5348	5349
37629	m	1983	5348	5349
37630	m	1985	5348	5349
37631	m	1989	5348	5349
37632	m	1952	5350	5351
37633	m	1954	5350	5351
37634	f	1959	5350	5351
37635	m	1938	5352	5353
37637	f	1969	8333	8334
37638	m	1966	5354	5355
37639	f	1979	5360	5361
37640	m	1980	5360	5361
37641	m	1981	5360	5361
37642	f	1959	5362	5363
37643	f	1961	5362	5363
37644	f	1963	5362	5363
37645	m	1965	5362	5363
37646	m	1964	5366	5367
37647	f	1969	5366	5367
37649	f	1968	5370	5371
37650	m	1969	5370	5371
37651	m	1976	5370	5371
37652	m	1981	5370	5371
37653	f	1977	5372	5373
37654	m	1980	5372	5373
37655	m	1937	5374	5375
37656	m	1941	5374	5375
37657	m	1941	5378	5379
37658	f	1956	5378	5379
37659	m	1957	5378	5379
37660	m	1962	5378	5379
37661	m	1969	5380	5381
37662	m	1970	5380	5381
37663	f	1972	5382	5383
